# Time [h]			Btot [nT]	Br [nT]		Bt [nT]		Bn [nT]		Vtot [km/s]	Vr [km/s]	Vt [km/s]	Vn [km/s]	Np [cm-3]	Tp [K]		beta
2026-01-18T17:30:00	9.5976		8.5498		-4.3606		0.0200		667.3438	666.9837	-21.9171		0.3568		7.99		196269.62	0.59055275
2026-01-18T17:50:30	9.5358		8.4976		-4.3269		0.0187		667.3821	667.0377	-21.4341		0.2477		7.96		195814.14	0.59466276
2026-01-18T18:11:48	9.4723		8.4439		-4.2924		0.0175		667.4050	667.0767	-20.9303		0.1417		7.94		195342.18	0.59900939
2026-01-18T18:30:13	9.4179		8.3979		-4.2629		0.0165		667.4130	667.0983	-20.4939		0.0565		7.91		194935.81	0.60282751
2026-01-18T18:50:47	9.3580		8.3472		-4.2304		0.0155		667.4119	667.1119	-20.0074		-0.0312		7.88		194485.83	0.60713764
2026-01-18T19:10:17	9.3019		8.2998		-4.2000		0.0146		667.4033	667.1170	-19.5478		-0.1068		7.86		194063.88	0.61126429
2026-01-18T19:30:05	9.2459		8.2521		-4.1699		0.0137		667.3898	667.1169	-19.0835		-0.1706		7.84		193646.53	0.61550782
2026-01-18T19:50:03	9.1902		8.2048		-4.1401		0.0130		667.3785	667.1187	-18.6188		-0.2275		7.81		193234.31	0.61979339
2026-01-18T20:10:06	9.1351		8.1580		-4.1106		0.0123		667.3719	667.1248	-18.1561		-0.2779		7.79		192829.24	0.62409362
2026-01-18T20:30:05	9.0811		8.1121		-4.0818		0.0117		667.3716	667.1368	-17.6999		-0.3214		7.77		192435.19	0.62836493
2026-01-18T20:50:01	9.0281		8.0670		-4.0534		0.0111		667.3796	667.1565	-17.2505		-0.3585		7.74		192052.36	0.63260259
2026-01-18T21:10:05	8.9758		8.0225		-4.0255		0.0106		667.3972	667.1854	-16.8048		-0.3897		7.72		191678.12	0.63683341
2026-01-18T21:30:10	8.9243		7.9787		-3.9980		0.0102		667.4259	667.2251	-16.3657		-0.4150		7.70		191314.83	0.64102913
2026-01-18T21:50:03	8.8743		7.9361		-3.9712		0.0099		667.4664	667.2759	-15.9382		-0.4345		7.67		190966.56	0.64513898
2026-01-18T22:10:05	8.8248		7.8941		-3.9448		0.0096		667.5202	667.3397	-15.5159		-0.4487		7.65		190627.96	0.64922326
2026-01-18T22:30:06	8.7764		7.8529		-3.9189		0.0094		667.5879	667.4168	-15.1027		-0.4579		7.63		190302.02	0.65324339
2026-01-18T22:50:02	8.7292		7.8127		-3.8936		0.0093		667.6696	667.5076	-14.7003		-0.4623		7.60		189989.88	0.65718183
2026-01-18T23:10:16	8.6823		7.7728		-3.8685		0.0092		667.7677	667.6144	-14.3012		-0.4623		7.58		189685.80	0.66110858
2026-01-18T23:30:15	8.6369		7.7342		-3.8442		0.0091		667.8797	667.7345	-13.9170		-0.4581		7.55		189398.33	0.66491064
2026-01-18T23:50:06	8.5928		7.6968		-3.8205		0.0091		668.0059	667.8685	-13.5451		-0.4502		7.53		189125.21	0.66861052
2026-01-19T00:10:02	8.5495		7.6600		-3.7973		0.0092		668.1477	668.0175	-13.1818		-0.4387		7.50		188863.53	0.67224429
2026-01-19T00:30:20	8.5065		7.6234		-3.7741		0.0093		668.3073	668.1842	-12.8222		-0.4237		7.48		188609.77	0.67586003
2026-01-19T00:50:26	8.4649		7.5881		-3.7517		0.0095		668.4800	668.3634	-12.4768		-0.4059		7.45		188371.16	0.67935139
2026-01-19T01:10:07	8.4250		7.5542		-3.7302		0.0097		668.6629	668.5525	-12.1484		-0.3860		7.43		188149.15	0.68268846
2026-01-19T01:30:15	8.3852		7.5205		-3.7087		0.0099		668.8637	668.7591	-11.8225		-0.3632		7.40		187933.80	0.68601610
2026-01-19T01:50:15	8.3467		7.4878		-3.6879		0.0102		669.0755	668.9764	-11.5093		-0.3385		7.38		187731.65	0.68923099
2026-01-19T02:10:31	8.3089		7.4558		-3.6672		0.0105		669.3027	669.2088	-11.2059		-0.3117		7.35		187537.86	0.69235126
2026-01-19T02:30:26	8.2730		7.4256		-3.6474		0.0108		669.5368	669.4476	-10.9210		-0.2839		7.33		187358.36	0.69528560
2026-01-19T02:50:26	8.2378		7.3959		-3.6280		0.0112		669.7820	669.6973	-10.6432		-0.2547		7.30		187188.16	0.69815479
2026-01-19T03:10:26	8.2035		7.3669		-3.6091		0.0116		670.0363	669.9559	-10.3737		-0.2245		7.27		187027.63	0.70094804
2026-01-19T03:30:25	8.1701		7.3388		-3.5906		0.0120		670.2978	670.2215	-10.1127		-0.1936		7.25		186876.75	0.70365952
2026-01-19T03:50:17	8.1377		7.3115		-3.5727		0.0125		670.5648	670.4923	-9.8605		-0.1623		7.22		186735.17	0.70628719
2026-01-19T04:10:01	8.1063		7.2850		-3.5553		0.0129		670.8353	670.7663	-9.6171		-0.1309		7.20		186602.66	0.70882803
2026-01-19T04:30:15	8.0750		7.2586		-3.5380		0.0134		671.1173	671.0518	-9.3742		-0.0985		7.17		186474.47	0.71136848
2026-01-19T04:50:17	8.0447		7.2332		-3.5212		0.0138		671.3997	671.3374	-9.1403		-0.0665		7.15		186354.79	0.71381966
2026-01-19T05:10:03	8.0157		7.2087		-3.5051		0.0143		671.6804	671.6213	-8.9153		-0.0351		7.13		186243.17	0.71618138
2026-01-19T05:30:17	7.9867		7.1843		-3.4891		0.0148		671.9686	671.9124	-8.6910		-0.0033		7.10		186135.21	0.71854089
2026-01-19T05:50:11	7.9590		7.1609		-3.4737		0.0153		672.2520	672.1985	-8.4755		0.0276		7.08		186034.54	0.72081135
2026-01-19T06:10:31	7.9314		7.1377		-3.4584		0.0158		672.5401	672.4894	-8.2605		0.0585		7.06		185936.90	0.72307987
2026-01-19T06:30:28	7.9051		7.1155		-3.4438		0.0163		672.8206	672.7724	-8.0543		0.0881		7.03		185845.62	0.72525995
2026-01-19T06:50:48	7.8789		7.0935		-3.4293		0.0169		673.1034	673.0576	-7.8485		0.1176		7.01		185756.73	0.72743971
2026-01-19T07:10:37	7.8542		7.0726		-3.4156		0.0174		673.3748	673.3313	-7.6521		0.1455		6.99		185673.80	0.72952380
2026-01-19T07:30:28	7.8300		7.0523		-3.4022		0.0179		673.6419	673.6005	-7.4592		0.1726		6.97		185594.05	0.73157516
2026-01-19T07:50:21	7.8065		7.0324		-3.3892		0.0185		673.9038	673.8646	-7.2697		0.1987		6.95		185517.15	0.73359564
2026-01-19T08:10:17	7.7836		7.0131		-3.3764		0.0190		674.1603	674.1230	-7.0831		0.2240		6.93		185442.71	0.73558937
2026-01-19T08:30:18	7.7612		6.9943		-3.3640		0.0195		674.4109	674.3756	-6.8991		0.2484		6.91		185370.42	0.73755956
2026-01-19T08:50:24	7.7394		6.9759		-3.3520		0.0201		674.6546	674.6211	-6.7175		0.2718		6.89		185300.17	0.73951539
2026-01-19T09:10:37	7.7182		6.9579		-3.3404		0.0207		674.8863	674.8546	-6.5380		0.2936		6.88		185232.87	0.74148906
2026-01-19T09:30:06	7.6984		6.9411		-3.3296		0.0212		675.1022	675.0721	-6.3678		0.3137		6.86		185169.56	0.74336386
2026-01-19T09:50:34	7.6782		6.9239		-3.3186		0.0218		675.3211	675.2926	-6.1919		0.3338		6.85		185104.69	0.74530288
2026-01-19T10:10:20	7.6593		6.9079		-3.3083		0.0223		675.5249	675.4980	-6.0249		0.3524		6.83		185043.68	0.74714394
2026-01-19T10:30:15	7.6408		6.8922		-3.2982		0.0229		675.7231	675.6976	-5.8593		0.3703		6.82		184983.78	0.74896732
2026-01-19T10:50:19	7.6227		6.8769		-3.2883		0.0235		675.9159	675.8918	-5.6951		0.3875		6.80		184924.98	0.75077155
2026-01-19T11:10:34	7.6051		6.8620		-3.2787		0.0241		676.1035	676.0808	-5.5323		0.4040		6.79		184867.45	0.75255424
2026-01-19T11:30:06	7.5886		6.8480		-3.2697		0.0247		676.2784	676.2569	-5.3779		0.4192		6.78		184813.66	0.75423697
2026-01-19T11:50:43	7.5719		6.8338		-3.2605		0.0253		676.4568	676.4365	-5.2179		0.4344		6.77		184758.97	0.75596951
2026-01-19T12:10:36	7.5562		6.8206		-3.2520		0.0260		676.6235	676.6044	-5.0663		0.4485		6.75		184708.13	0.75759784
2026-01-19T12:30:40	7.5411		6.8078		-3.2436		0.0266		676.7869	676.7688	-4.9161		0.4620		6.74		184658.95	0.75919340
2026-01-19T12:50:00	7.5272		6.7960		-3.2362		0.0269		676.9421	676.9251	-4.7719		0.4765		6.73		184615.68	0.76065795
2026-01-19T13:10:26	7.5258		6.7908		-3.2438		0.0070		677.2562	677.2408	-4.5139		0.6040		6.74		184691.04	0.76217733
2026-01-19T13:30:08	7.9881		7.0170		-3.6870		-0.9889		684.4265	684.4150	-1.4975		3.6845		8.52		188297.43	0.87164415
2026-01-19T13:50:57	41.7129		13.2764		-13.8197		-37.0503		771.9960	771.4933	20.2287		19.1525		154.65		232756.39	0.71729341
2026-01-19T14:10:03	257.4471		43.0463		-57.1542		-247.3044		969.6378	968.8819	31.8189		21.2797		1355.57		312912.18	0.22189362
2026-01-19T14:30:17	297.2867		45.1818		-52.6006		-289.0868		1188.1998	1188.1503	-7.7051		-7.6355		1539.43		162336.81	0.09804009
2026-01-19T14:50:42	80.2208		18.6918		-5.4541		-77.8219		1349.9372	1349.8667	-6.6416		-12.0899		319.58		27590.12	0.04750438
2026-01-19T15:10:20	22.5717		12.1193		5.7372		-18.1574		1391.6675	1391.6582	3.0109		-4.1005		87.36		10529.00	0.06259777
2026-01-19T15:30:07	17.1891		11.4487		6.9399		-10.7811		1379.4197	1379.4111	4.6511		-1.4580		69.65		9424.05	0.07701921
2026-01-19T15:50:05	16.5594		11.3854		7.3137		-9.5444		1359.9212	1359.9126	4.6354		-1.4662		66.58		9352.28	0.07872943
2026-01-19T16:10:14	16.3200		11.3644		7.6187		-8.8966		1340.2504	1340.2417	4.4104		-1.9105		64.39		9379.23	0.07861699
2026-01-19T16:30:32	16.1273		11.3412		7.8951		-8.3148		1320.9745	1320.9659	4.1110		-2.4211		62.26		9446.98	0.07840213
2026-01-19T16:51:02	15.9528		11.3155		8.1456		-7.7525		1302.1312	1302.1224	3.7480		-2.9604		60.13		9550.71	0.07824588
2026-01-19T17:10:39	15.8039		11.2916		8.3610		-7.2358		1284.6258	1284.6167	3.3458		-3.4995		58.14		9681.00	0.07812812
2026-01-19T17:30:26	15.6731		11.2713		8.5553		-6.7388		1267.4975	1267.4877	2.8907		-4.0664		56.16		9840.17	0.07799980
2026-01-19T17:50:23	15.5607		11.2566		8.7288		-6.2635		1250.7378	1250.7269	2.3878		-4.6601		54.21		10025.13	0.07782077
2026-01-19T18:10:29	15.4651		11.2485		8.8811		-5.8110		1234.3363	1234.3236	1.8450		-5.2756		52.29		10231.57	0.07755453
2026-01-19T18:30:45	15.3833		11.2467		9.0111		-5.3811		1218.2809	1218.2660	1.2728		-5.9046		50.38		10453.84	0.07717073
2026-01-19T18:50:06	15.3143		11.2497		9.1122		-4.9939		1203.3773	1203.3595	0.7154		-6.5025		48.60		10672.86	0.07667797
2026-01-19T19:10:40	15.2450		11.2552		9.1937		-4.6047		1187.9531	1187.9318	0.1252		-7.1231		46.72		10906.03	0.07600869
2026-01-19T19:30:18	15.1768		11.2595		9.2451		-4.2526		1173.6145	1173.5893	-0.4212		-7.6900		44.94		11120.83	0.07522731
2026-01-19T19:50:05	15.1000		11.2590		9.2692		-3.9148		1159.5244	1159.4949	-0.9419		-8.2264		43.17		11320.00	0.07430485
2026-01-19T20:10:00	15.0098		11.2502		9.2651		-3.5895		1145.6652	1145.6311	-1.4254		-8.7247		41.41		11494.51	0.07325214
2026-01-19T20:30:04	14.9030		11.2305		9.2331		-3.2747		1132.0216	1131.9829	-1.8637		-9.1804		39.68		11636.48	0.07208505
2026-01-19T20:50:17	14.7783		11.1983		9.1749		-2.9691		1118.5810	1118.5376	-2.2524		-9.5926		38.00		11739.56	0.07082314
2026-01-19T21:10:38	14.6358		11.1530		9.0930		-2.6714		1105.3336	1105.2856	-2.5902		-9.9632		36.38		11799.25	0.06948753
2026-01-19T21:31:07	14.4772		11.0947		8.9906		-2.3808		1092.2729	1092.2205	-2.8790		-10.2969		34.85		11813.09	0.06809918
2026-01-19T21:50:36	14.3150		11.0286		8.8784		-2.1124		1080.1056	1080.0493	-3.1101		-10.5834		33.48		11783.63	0.06675710
2026-01-19T22:10:12	14.1434		10.9532		8.7546		-1.8498		1068.0997	1068.0395	-3.3053		-10.8476		32.21		11713.95	0.06539982
2026-01-19T22:31:06	13.9544		10.8647		8.6136		-1.5780		1055.5632	1055.4990	-3.4781		-11.1101		30.97		11599.78	0.06395986
2026-01-19T22:50:57	13.7718		10.7746		8.4740		-1.3273		1043.8901	1043.8221	-3.6143		-11.3469		29.89		11457.69	0.06260873
2026-01-19T23:10:57	13.5882		10.6796		8.3315		-1.0826		1032.3795	1032.3078	-3.7288		-11.5757		28.91		11285.17	0.06127417
2026-01-19T23:31:03	13.4060		10.5811		8.1882		-0.8442		1021.0322	1020.9568	-3.8254		-11.8000		28.03		11087.11	0.05996207
2026-01-19T23:50:05	13.2373		10.4863		8.0544		-0.6257		1010.5021	1010.4232	-3.9027		-12.0096		27.29		10882.04	0.05875167
2026-01-20T00:10:26	13.0627		10.3842		7.9146		-0.4002		999.4736	999.3908	-3.9730		-12.2330		26.57		10649.46	0.05749514
2026-01-20T00:30:55	12.8940		10.2817		7.7787		-0.1818		988.6100	988.5232	-4.0330		-12.4585		25.93		10407.05	0.05627232
2026-01-20T00:50:17	12.7414		10.1853		7.6552		0.0170		978.5365	978.4459	-4.0817		-12.6737		25.38		10174.68	0.05515548
2026-01-20T01:11:00	12.5866		10.0836		7.5295		0.2207		967.9937	967.8989	-4.1263		-12.9060		24.86		9928.18	0.05400867
2026-01-20T01:30:35	12.4481		9.9889		7.4171		0.4050		958.2217	958.1228	-4.1627		-13.1278		24.40		9700.82	0.05297109
2026-01-20T01:50:18	12.3168		9.8953		7.3107		0.5819		948.5955	948.4923	-4.1947		-13.3522		23.99		9481.83	0.05197869
2026-01-20T02:10:06	12.1926		9.8031		7.2107		0.7512		939.1146	939.0069	-4.2229		-13.5781		23.59		9274.72	0.05103695
2026-01-20T02:30:01	12.0755		9.7122		7.1174		0.9126		929.7782	929.6661	-4.2483		-13.8041		23.22		9082.66	0.05015179
2026-01-20T02:50:02	11.9651		9.6227		7.0307		1.0657		920.5856	920.4688	-4.2718		-14.0282		22.86		8908.50	0.04932977
2026-01-20T03:10:10	11.8609		9.5343		6.9508		1.2104		911.5353	911.4138	-4.2943		-14.2483		22.51		8754.76	0.04857761
2026-01-20T03:30:24	11.7625		9.4468		6.8775		1.3463		902.6258	902.4996	-4.3164		-14.4618		22.17		8623.59	0.04790211
2026-01-20T03:50:44	11.6690		9.3600		6.8107		1.4730		893.8552	893.7243	-4.3392		-14.6658		21.82		8516.78	0.04730974
2026-01-20T04:11:10	11.5796		9.2735		6.7498		1.5903		885.2210	885.0856	-4.3633		-14.8572		21.46		8435.82	0.04680644
2026-01-20T04:30:25	11.4987		9.1922		6.6980		1.6913		877.2481	877.1085	-4.3875		-15.0222		21.11		8384.38	0.04642001
2026-01-20T04:51:03	11.4145		9.1050		6.6475		1.7891		868.8706	868.7268	-4.4156		-15.1795		20.73		8356.36	0.04610286
2026-01-20T05:10:29	11.3365		9.0221		6.6044		1.8711		861.1324	860.9849	-4.4443		-15.3060		20.36		8355.64	0.04589713
2026-01-20T05:30:00	11.2583		8.9375		6.5646		1.9434		853.5029	853.3520	-4.4768		-15.4089		19.97		8379.79	0.04578307
2026-01-20T05:50:55	11.1738		8.8452		6.5251		2.0095		845.4807	845.3267	-4.5145		-15.4890		19.54		8432.81	0.04576114
2026-01-20T06:10:38	11.0926		8.7564		6.4904		2.0607		838.0649	837.9086	-4.5527		-15.5327		19.12		8507.67	0.04583263
2026-01-20T06:30:25	11.0087		8.6650		6.4572		2.1013		830.7473	830.5892	-4.5942		-15.5422		18.68		8606.21	0.04599062
2026-01-20T06:50:17	10.9217		8.5709		6.4250		2.1310		823.5247	823.3655	-4.6396		-15.5143		18.22		8727.64	0.04623122
2026-01-20T07:10:15	10.8309		8.4741		6.3935		2.1500		816.3942	816.2346	-4.6901		-15.4456		17.75		8870.97	0.04654932
2026-01-20T07:30:18	10.7364		8.3746		6.3623		2.1581		809.3536	809.1944	-4.7472		-15.3330		17.27		9035.09	0.04693865
2026-01-20T07:50:25	10.6383		8.2728		6.3314		2.1555		802.4014	802.2435	-4.8132		-15.1737		16.78		9218.78	0.04739184
2026-01-20T08:10:38	10.5369		8.1691		6.3009		2.1426		795.5373	795.3815	-4.8906		-14.9651		16.28		9420.81	0.04790057
2026-01-20T08:30:55	10.4331		8.0642		6.2709		2.1197		788.7626	788.6098	-4.9828		-14.7055		15.78		9639.85	0.04845558
2026-01-20T08:51:18	10.3275		7.9587		6.2417		2.0873		782.0714	781.9224	-5.0935		-14.3929		15.28		9874.97	0.04904779
2026-01-20T09:10:26	10.2284		7.8604		6.2158		2.0489		775.8975	775.7527	-5.2175		-14.0522		14.81		10108.26	0.04962586
2026-01-20T09:31:05	10.1227		7.7561		6.1898		1.9994		769.3578	769.2182	-5.3764		-13.6340		14.32		10372.38	0.05026317
2026-01-20T09:50:28	10.0256		7.6605		6.1679		1.9459		763.3254	763.1912	-5.5530		-13.1940		13.87		10631.58	0.05086621
